data,google,cliche,enlace,link
3129,https://www.google.es/search?q=,Todos los indicios apuntan,https://www.google.es/search?q=Todos los indicios apuntan,Todos los indicios apuntan
3130,https://www.google.es/search?q=,Todos los tontos tienen suerte,https://www.google.es/search?q=Todos los tontos tienen suerte,Todos los tontos tienen suerte
3131,https://www.google.es/search?q=,"Toma del frasco, Carrasco","https://www.google.es/search?q=Toma del frasco, Carrasco","Toma del frasco, Carrasco"
3132,https://www.google.es/search?q=,Toma y daca,https://www.google.es/search?q=Toma y daca,Toma y daca
3133,https://www.google.es/search?q=,Tomar buena nota,https://www.google.es/search?q=Tomar buena nota,Tomar buena nota
3134,https://www.google.es/search?q=,Tomar cartas en el asunto,https://www.google.es/search?q=Tomar cartas en el asunto,Tomar cartas en el asunto
3135,https://www.google.es/search?q=,Tomar el pelo,https://www.google.es/search?q=Tomar el pelo,Tomar el pelo
3136,https://www.google.es/search?q=,Tomar en consideración todos los factores,https://www.google.es/search?q=Tomar en consideración todos los factores,Tomar en consideración todos los factores
3137,https://www.google.es/search?q=,Tomar la alternativa,https://www.google.es/search?q=Tomar la alternativa,Tomar la alternativa
3138,https://www.google.es/search?q=,Tomar las de Villadiego,https://www.google.es/search?q=Tomar las de Villadiego,Tomar las de Villadiego
3139,https://www.google.es/search?q=,Tomar unos cacharros,https://www.google.es/search?q=Tomar unos cacharros,Tomar unos cacharros
3140,https://www.google.es/search?q=,Tomarle el pelo,https://www.google.es/search?q=Tomarle el pelo,Tomarle el pelo
3141,https://www.google.es/search?q=,Tomarle el pulso a la actualidad,https://www.google.es/search?q=Tomarle el pulso a la actualidad,Tomarle el pulso a la actualidad
3142,https://www.google.es/search?q=,Tomarle la temperatura,https://www.google.es/search?q=Tomarle la temperatura,Tomarle la temperatura
3143,https://www.google.es/search?q=,Tomarle por el pito del sereno,https://www.google.es/search?q=Tomarle por el pito del sereno,Tomarle por el pito del sereno
3144,https://www.google.es/search?q=,Tomarse a cachondeo,https://www.google.es/search?q=Tomarse a cachondeo,Tomarse a cachondeo
3145,https://www.google.es/search?q=,Tomarse a pecho,https://www.google.es/search?q=Tomarse a pecho,Tomarse a pecho
3146,https://www.google.es/search?q=,Tomarse la justicia por su mano,https://www.google.es/search?q=Tomarse la justicia por su mano,Tomarse la justicia por su mano
3147,https://www.google.es/search?q=,Tomarse su tiempo,https://www.google.es/search?q=Tomarse su tiempo,Tomarse su tiempo
3148,https://www.google.es/search?q=,Tomárselo a risa,https://www.google.es/search?q=Tomárselo a risa,Tomárselo a risa
3149,https://www.google.es/search?q=,Tomárselo al pie de la letra,https://www.google.es/search?q=Tomárselo al pie de la letra,Tomárselo al pie de la letra
3150,https://www.google.es/search?q=,Tomárselo a la tremenda,https://www.google.es/search?q=Tomárselo a la tremenda,Tomárselo a la tremenda
3151,https://www.google.es/search?q=,Tontear con alguien,https://www.google.es/search?q=Tontear con alguien,Tontear con alguien
3152,https://www.google.es/search?q=,Tonterías las justas,https://www.google.es/search?q=Tonterías las justas,Tonterías las justas
3153,https://www.google.es/search?q=,Tonto de capirote,https://www.google.es/search?q=Tonto de capirote,Tonto de capirote
3154,https://www.google.es/search?q=,Tonto de remate,https://www.google.es/search?q=Tonto de remate,Tonto de remate
3155,https://www.google.es/search?q=,Tonto del bote,https://www.google.es/search?q=Tonto del bote,Tonto del bote
3156,https://www.google.es/search?q=,Tonto perdido,https://www.google.es/search?q=Tonto perdido,Tonto perdido
3157,https://www.google.es/search?q=,Tormenta perfecta,https://www.google.es/search?q=Tormenta perfecta,Tormenta perfecta
3158,https://www.google.es/search?q=,Tormentas puntuales,https://www.google.es/search?q=Tormentas puntuales,Tormentas puntuales
3159,https://www.google.es/search?q=,Torres más altas han caído,https://www.google.es/search?q=Torres más altas han caído,Torres más altas han caído
3160,https://www.google.es/search?q=,Total hermetismo,https://www.google.es/search?q=Total hermetismo,Total hermetismo
3161,https://www.google.es/search?q=,Trabajar como un animal,https://www.google.es/search?q=Trabajar como un animal,Trabajar como un animal
3162,https://www.google.es/search?q=,Trabajar como un chino,https://www.google.es/search?q=Trabajar como un chino,Trabajar como un chino
3163,https://www.google.es/search?q=,Trabajar como un negro,https://www.google.es/search?q=Trabajar como un negro,Trabajar como un negro
3164,https://www.google.es/search?q=,Trabajar de sol a sol,https://www.google.es/search?q=Trabajar de sol a sol,Trabajar de sol a sol
3165,https://www.google.es/search?q=,Trabajar en la sombra,https://www.google.es/search?q=Trabajar en la sombra,Trabajar en la sombra
3166,https://www.google.es/search?q=,Tradición muy arraigada,https://www.google.es/search?q=Tradición muy arraigada,Tradición muy arraigada
3167,https://www.google.es/search?q=,Traer de cabeza,https://www.google.es/search?q=Traer de cabeza,Traer de cabeza
3168,https://www.google.es/search?q=,Traer por la calle de la amargura,https://www.google.es/search?q=Traer por la calle de la amargura,Traer por la calle de la amargura
3169,https://www.google.es/search?q=,Traer sin cuidado,https://www.google.es/search?q=Traer sin cuidado,Traer sin cuidado
3170,https://www.google.es/search?q=,Tráfico de influencias,https://www.google.es/search?q=Tráfico de influencias,Tráfico de influencias
3171,https://www.google.es/search?q=,Tragar carros y carretas,https://www.google.es/search?q=Tragar carros y carretas,Tragar carros y carretas
3172,https://www.google.es/search?q=,Tragar sapos y culebras,https://www.google.es/search?q=Tragar sapos y culebras,Tragar sapos y culebras
3173,https://www.google.es/search?q=,Tragarse las palabras,https://www.google.es/search?q=Tragarse las palabras,Tragarse las palabras
3174,https://www.google.es/search?q=,Tragarse una trola,https://www.google.es/search?q=Tragarse una trola,Tragarse una trola
3175,https://www.google.es/search?q=,Tragedia de grandes proporciones,https://www.google.es/search?q=Tragedia de grandes proporciones,Tragedia de grandes proporciones
3176,https://www.google.es/search?q=,Trasladar una decisión,https://www.google.es/search?q=Trasladar una decisión,Trasladar una decisión
3177,https://www.google.es/search?q=,Trágico accidente,https://www.google.es/search?q=Trágico accidente,Trágico accidente
3178,https://www.google.es/search?q=,Transmisión ininterrumpida,https://www.google.es/search?q=Transmisión ininterrumpida,Transmisión ininterrumpida
3179,https://www.google.es/search?q=,Trapichear con alguien,https://www.google.es/search?q=Trapichear con alguien,Trapichear con alguien
3180,https://www.google.es/search?q=,Trincar a alguien,https://www.google.es/search?q=Trincar a alguien,Trincar a alguien
3181,https://www.google.es/search?q=,Triste desenlace,https://www.google.es/search?q=Triste desenlace,Triste desenlace
3182,https://www.google.es/search?q=,Troncharse de risa,https://www.google.es/search?q=Troncharse de risa,Troncharse de risa
3183,https://www.google.es/search?q=,Trufar un asunto,https://www.google.es/search?q=Trufar un asunto,Trufar un asunto
3184,https://www.google.es/search?q=,Tu cara me suena,https://www.google.es/search?q=Tu cara me suena,Tu cara me suena
3185,https://www.google.es/search?q=,Tú mismo con tu mecanismo,https://www.google.es/search?q=Tú mismo con tu mecanismo,Tú mismo con tu mecanismo
3186,https://www.google.es/search?q=,Tumbar una resolución,https://www.google.es/search?q=Tumbar una resolución,Tumbar una resolución
3187,https://www.google.es/search?q=,Tumbarse a la bartola,https://www.google.es/search?q=Tumbarse a la bartola,Tumbarse a la bartola
3188,https://www.google.es/search?q=,Último cartucho,https://www.google.es/search?q=Último cartucho,Último cartucho
3189,https://www.google.es/search?q=,Un agonías,https://www.google.es/search?q=Un agonías,Un agonías
3190,https://www.google.es/search?q=,Un aguafiestas,https://www.google.es/search?q=Un aguafiestas,Un aguafiestas
3191,https://www.google.es/search?q=,Un amplio despliegue policial,https://www.google.es/search?q=Un amplio despliegue policial,Un amplio despliegue policial
3192,https://www.google.es/search?q=,Un arma de doble filo,https://www.google.es/search?q=Un arma de doble filo,Un arma de doble filo
3193,https://www.google.es/search?q=,Un aviso a navegantes,https://www.google.es/search?q=Un aviso a navegantes,Un aviso a navegantes
3194,https://www.google.es/search?q=,Un bala,https://www.google.es/search?q=Un bala,Un bala
3195,https://www.google.es/search?q=,Un besugo,https://www.google.es/search?q=Un besugo,Un besugo
3196,https://www.google.es/search?q=,Un bicho raro,https://www.google.es/search?q=Un bicho raro,Un bicho raro
3197,https://www.google.es/search?q=,Un borde,https://www.google.es/search?q=Un borde,Un borde
3198,https://www.google.es/search?q=,Un buen número,https://www.google.es/search?q=Un buen número,Un buen número
3199,https://www.google.es/search?q=,Un callo,https://www.google.es/search?q=Un callo,Un callo
3200,https://www.google.es/search?q=,Un cabra loca,https://www.google.es/search?q=Un cabra loca,Un cabra loca
3201,https://www.google.es/search?q=,Un cantamañanas,https://www.google.es/search?q=Un cantamañanas,Un cantamañanas
3202,https://www.google.es/search?q=,Un caradura,https://www.google.es/search?q=Un caradura,Un caradura
3203,https://www.google.es/search?q=,Un caso perdido,https://www.google.es/search?q=Un caso perdido,Un caso perdido
3204,https://www.google.es/search?q=,Un cero a la izquierda,https://www.google.es/search?q=Un cero a la izquierda,Un cero a la izquierda
3205,https://www.google.es/search?q=,Un chanchullo,https://www.google.es/search?q=Un chanchullo,Un chanchullo
3206,https://www.google.es/search?q=,Un chapucero,https://www.google.es/search?q=Un chapucero,Un chapucero
3207,https://www.google.es/search?q=,Un chaquetero,https://www.google.es/search?q=Un chaquetero,Un chaquetero
3208,https://www.google.es/search?q=,Un chorizo,https://www.google.es/search?q=Un chorizo,Un chorizo
3209,https://www.google.es/search?q=,Un chupóptero,https://www.google.es/search?q=Un chupóptero,Un chupóptero
3210,https://www.google.es/search?q=,Un cielo,https://www.google.es/search?q=Un cielo,Un cielo
3211,https://www.google.es/search?q=,Un cocinillas,https://www.google.es/search?q=Un cocinillas,Un cocinillas
3212,https://www.google.es/search?q=,Un conato de incendio,https://www.google.es/search?q=Un conato de incendio,Un conato de incendio
3213,https://www.google.es/search?q=,Un corte de mangas,https://www.google.es/search?q=Un corte de mangas,Un corte de mangas
3214,https://www.google.es/search?q=,Un culo inquieto,https://www.google.es/search?q=Un culo inquieto,Un culo inquieto
3215,https://www.google.es/search?q=,Un crack,https://www.google.es/search?q=Un crack,Un crack
3216,https://www.google.es/search?q=,Un desengaño amoroso,https://www.google.es/search?q=Un desengaño amoroso,Un desengaño amoroso
3217,https://www.google.es/search?q=,Un día como hoy hace ya,https://www.google.es/search?q=Un día como hoy hace ya,Un día como hoy hace ya
3218,https://www.google.es/search?q=,Un día de perros,https://www.google.es/search?q=Un día de perros,Un día de perros
3219,https://www.google.es/search?q=,Un día es un día,https://www.google.es/search?q=Un día es un día,Un día es un día
3220,https://www.google.es/search?q=,Un día negro,https://www.google.es/search?q=Un día negro,Un día negro
3221,https://www.google.es/search?q=,Un diamante en bruto,https://www.google.es/search?q=Un diamante en bruto,Un diamante en bruto
3222,https://www.google.es/search?q=,Un don nadie,https://www.google.es/search?q=Un don nadie,Un don nadie
3223,https://www.google.es/search?q=,Un donjuán,https://www.google.es/search?q=Un donjuán,Un donjuán
3224,https://www.google.es/search?q=,Un enchufado,https://www.google.es/search?q=Un enchufado,Un enchufado
3225,https://www.google.es/search?q=,Un estómago a prueba de bombas,https://www.google.es/search?q=Un estómago a prueba de bombas,Un estómago a prueba de bombas
3226,https://www.google.es/search?q=,Un fantasma,https://www.google.es/search?q=Un fantasma,Un fantasma
3227,https://www.google.es/search?q=,Un fenómeno,https://www.google.es/search?q=Un fenómeno,Un fenómeno
3228,https://www.google.es/search?q=,Un fiera,https://www.google.es/search?q=Un fiera,Un fiera
3229,https://www.google.es/search?q=,Un fuera de serie,https://www.google.es/search?q=Un fuera de serie,Un fuera de serie
3230,https://www.google.es/search?q=,Un gallina,https://www.google.es/search?q=Un gallina,Un gallina
3231,https://www.google.es/search?q=,Un gigante con pies de barro,https://www.google.es/search?q=Un gigante con pies de barro,Un gigante con pies de barro
3232,https://www.google.es/search?q=,Un gol como una casa,https://www.google.es/search?q=Un gol como una casa,Un gol como una casa
